generate-household-meal-v1 | gpt-5.4-mini | attempt_start | 16183 | 17784 | 2026-08-19 02:58:23.37037+00
generate-household-meal-v1 | gpt-5.4-mini | retryable_status | - | - | 2026-08-19 02:58:23.921432+00
generate-household-meal-v1 | gemini-3-flash-preview | attempt_start | - | - | 2026-08-19 02:58:28.157961+00
generate-household-meal-v1 | gemini-3-flash-preview | limiter_wait_start | - | - | 2026-08-19 02:58:28.167891+00
generate-household-meal-v1 | gemini-3-flash-preview | limiter_acquired | - | - | 2026-08-19 02:58:28.1746+00
generate-household-meal-v1 | gemini-3-flash-preview | timeout_or_abort | - | - | 2026-08-19 02:59:28.20351+00
generate-household-meal-v1 | gpt-5.4-nano | attempt_start | - | - | 2026-08-19 02:59:28.218343+00
generate-household-meal-v1 | gpt-5.4-nano | retryable_status | - | - | 2026-08-19 02:59:28.824835+00
generate-household-meal-v1 | gpt-5.4-mini | attempt_start | - | - | 2026-08-19 02:59:32.945643+00
generate-household-meal-v1 | gpt-5.4-mini | retryable_status | - | - | 2026-08-19 02:59:33.39576+00
generate-household-meal-v1 | gemini-3-flash-preview | attempt_start | - | - | 2026-08-19 02:59:38.287492+00
generate-household-meal-v1 | gemini-3-flash-preview | limiter_wait_start | - | - | 2026-08-19 02:59:38.310016+00
generate-household-meal-v1 | gemini-3-flash-preview | limiter_acquired | - | - | 2026-08-19 02:59:38.326664+00
generate-household-meal-v1 | gemini-3-flash-preview | timeout_or_abort | - | - | 2026-08-19 03:00:38.369996+00
generate-household-meal-v1 | gpt-5.4-nano | attempt_start | - | - | 2026-08-19 03:00:38.398333+00
generate-household-meal-v1 | gpt-5.4-nano | retryable_status | - | - | 2026-08-19 03:00:38.958698+00
generate-household-meal-v1 | gpt-5.4-mini | attempt_start | - | - | 2026-08-19 03:00:45.842223+00
generate-household-meal-v1 | gpt-5.4-mini | retryable_status | - | - | 2026-08-19 03:00:46.399494+00
generate-household-meal-v1 | gemini-3-flash-preview | attempt_start | - | - | 2026-08-19 03:00:52.806176+00
generate-household-meal-v1 | gemini-3-flash-preview | limiter_wait_start | - | - | 2026-08-19 03:00:52.831473+00
generate-household-meal-v1 | gemini-3-flash-preview | limiter_acquired | - | - | 2026-08-19 03:00:52.850249+00
